iter	RMSE
2901	0.03207305363
2902	0.03206176494
2903	0.03202186439
2904	0.0320208281
2905	0.03201280093
2906	0.03201062354
2907	0.03198035231
2908	0.03194681167
2909	0.03193581352
2910	0.03193394702
2911	0.03192876055
2912	0.0319210751
2913	0.03191795363
2914	0.03191711015
2915	0.03190833825
2916	0.03190346282
2917	0.03189611339
2918	0.03188512818
2919	0.03188383403
2920	0.03187902387
2921	0.03186790875
2922	0.03184097274
2923	0.03183057703
2924	0.03180632394
2925	0.03180527373
2926	0.03180239105
2927	0.03178314446
2928	0.03178250255
2929	0.0317798668
2930	0.03177091375
2931	0.03176899595
2932	0.03176416875
2933	0.03173794584
2934	0.03173763111
2935	0.03173076925
2936	0.0317299156
2937	0.03172768871
2938	0.03172355243
2939	0.03171446854
2940	0.03171191853
2941	0.03170553717
2942	0.03169879423
2943	0.0316948206
2944	0.03169475967
2945	0.03168387737
2946	0.03167181852
2947	0.03163584509
2948	0.031623778
2949	0.03161234893
2950	0.03160175891
2951	0.03159854699
2952	0.03159251364
2953	0.0315648124
2954	0.03155451915
2955	0.03155348131
2956	0.03155294245
2957	0.03154003535
2958	0.03153527074
2959	0.03151254571
2960	0.03149663305
2961	0.03149617978
2962	0.03148189786
2963	0.0314793055
2964	0.03144071994
2965	0.0314315316
2966	0.03142015071
2967	0.03141979437
2968	0.03141889024
2969	0.03141170605
2970	0.03140919132
2971	0.03140735263
2972	0.0314000349
2973	0.03139521994
2974	0.03139165934
2975	0.03138837817
2976	0.03137312809
2977	0.03135448401
2978	0.0313165026
2979	0.0313082896
2980	0.03129393265
2981	0.03126363118
2982	0.03125309998
2983	0.03124609502
2984	0.03123919948
2985	0.03122621616
2986	0.03119738354
2987	0.03118763924
2988	0.03118353882
2989	0.03117993127
2990	0.03117190844
2991	0.03115949208
2992	0.03113445374
2993	0.03112526231
2994	0.03111769182
2995	0.03110520655
2996	0.0310924222
2997	0.03108285503
2998	0.0310651068
2999	0.03106086728
